,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Deuteros 1,alfa,DS  FULL ROM ,LOWER,,EXC.,,10,,,,Singlet,4,,,,,Nucleus,omega,COUCH STRETCH KNEE SPAGAT ,MOVILIDAD,,,,,,20,,,,,,,,Deuteros 1,alfa,LUNGE  ,LOWER,,EXC.,6,10,,,,AMRAP Series,3,4`,,,,Nucleus,omega,NC OL  ,LOWER,,ISO.,,,"6"" - 8"" - 6""",,,,,,,,,Deuteros 1,delta,P.U PELICAN INCLINED,PUSH,EXC.,,,10,,,,,,,,,,Deuteros 1,alfa,HT ON BOX OL  ,LOWER,,EXC.,,30,,,,Accumulate X,,,,
,,,Deuteros 1,alfa,PS PARCIAL  ,LOWER,,CON.,,12,,,,,,,,,,Deuteros 1,alfa,TTB PIKE TO TUCK,,EXC.,,,,1 - 2 - 3,,,Ladder corta,,,,,,Deuteros 1,alfa,HINDU SQ  ,LOWER,,CON.,8,12,,,,,,,,,,Nucleus,omega,ELBOW BRIDGE ,MOVILIDAD,,,,10,,,,,,,,,,Deuteros 1,delta,SUPER ADV PL  ,PUSH,ISO.,,,,,20,,,,,,,,Deuteros 1,alfa,GENTLEMAN ,MOVILIDAD,,ISO.,,,,100,,,,,,
,,,Deuteros 1,alfa,QC PARCIAL  ,LOWER,,ISO.,,,,20,,,,,,,,Deuteros 1,alfa,TTB 90 PIKE,,CON.,,,,2 - 3 - 4 ,,,,,,,,,Deuteros 1,alfa,SUMO SQ ,LOWER,,ISO.,,,,30,,,,,,,,Deuteros 1,alfa,P.U KNEE,PUSH,CON.,,,15,,,,EMOM,,6´,,,,Deuteros 1,sigma,V-SIT TUCK ,PULL,CON.,,,30,,,,,,,,,,Deuteros 1,alfa,SOLEO SQ  ,LOWER,,CON.,,40,,,,,,,,
,,,Deuteros 1,delta,DP ON BOX  ,LOWER,,EXC.,,10,,,,,,,,,,Deuteros 1,delta,TTB L TO V SUPINE PIKE,,CON.,,,,1 - 2 - 3,,,,,,,,,Deuteros 1,delta,BULGARIAN LUNGE  ,LOWER,,EXC.,6,10,,,,,,,,,,Deuteros 1,alfa,BOX WIDE P.U PIKE,PUSH,EXC.,,,10,,,,,,,,,,Deuteros 1,sigma,TTB TO INVERTED PIKE,PULL,EXC.,,,30,,,,,,,,,,Deuteros 1,delta,HT RING ,LOWER,,EXC.,,30,,,,,,,,
,,,Deuteros 1,delta,PS  ,LOWER,,CON.,,12,,,,,,,,,,Deuteros 1,delta,TTB TO INVERTED PIKE,,CON.,,,,2 - 3 - 4 ,,,,,,,,,Deuteros 1,delta,DEEP LS  W  ,LOWER,,CON.,8,12,,,,,,,,,,Deuteros 1,alfa,PU QUAD,PUSH,CON.,,,15,,,,,,,,,,Deuteros 1,sigma,L-SIT  STR,PULL,ISO.,,,,,120,,,,,,,,Deuteros 1,delta,RH STR ,MOVILIDAD,,CON.,,30,,,,,,,,
,,,Deuteros 1,delta,QC   ,LOWER,,ISO.,,,,20,,,,,,,,Deuteros 1,sigma,CASETA PL  ,,ISO.,,,,"4"" - 6"" - 8"" ",,,,,,,,,Deuteros 1,delta,PSU W ,LOWER,,ISO.,,,,30,,,,,,,,Deuteros 1,delta,P.U RINGS WIDE HOR,PUSH,CON.,,,15,,,,,,,,,,Deuteros 1,omega,MUSCLE UP BAR,PULL,CON.,,,30,,,,,,,,,,Deuteros 1,delta,DEEP LS  W  ,LOWER,,ISO.,,,,100,,,,,,
,,,Deuteros 1,sigma,PL.UP WIDE TYPEWRITER,PULL,CON.,,,8,,,,,,,,,,Deuteros 1,sigma,PLPU CASETA,PUSH,EXC.,,,,2 - 3 - 4,,,,,,,,,Deuteros 1,sigma,PS TEMPO W ,LOWER,,EXC.,1,3,,,,,,,,,,Deuteros 1,delta,P.U ARCHER PIKE,PUSH,EXC.,,,10,,,,,,,,,,Deuteros 1,omega,DP  STR,PULL,EXC.,,,30,,,,,,,,,,Deuteros 1,sigma,PS PULSE W ,LOWER,,EXC.,,6,,,,,,,,
,,,Deuteros 1,sigma,ROW OA HORIZONTAL,PULL,EXC.,,,12,,,,,,,,,,Deuteros 1,omega,PS W ISO ,,,,,,"4"" - 6"" - 8"" ",,,,,,,,,Deuteros 1,sigma,DROP JUMP O.L  ,PLYO,,CON.,1,3,,,,,,,,,,Deuteros 1,delta,P.U DEFICIT BOX PIKE,PUSH,CON.,,,15,,,,,,,,,,Deuteros 1,omega,ROW FRONT WIDE  PIKE,PULL,ISO.,,,,,120,,,,,,,,Deuteros 1,sigma,ARCHER COUCH STRETCH KNEE SPAGAT ,MOVILIDAD,,CON.,,10,,,,,,,,
,,,Deuteros 1,sigma,PL.UP L-SIT MID  ARCHER,PULL,ISO.,,,,,"20""",,,,,,,,Deuteros 1,omega,SEIZA TO PISTOL ,LOWER,,,,,2 - 3 - 4,,,,,,,,,Deuteros 1,sigma,STEP DOWN W ,LOWER,,ISO.,,,,10,,,,,,,,Deuteros 1,sigma,NC  W ,LOWER,,CON.,,10,,,,,,,,,,Deuteros 1,omega,TABLE  ,MOVILIDAD,,,,,,20,,,,,,,,Deuteros 1,sigma,PS W ,LOWER,,ISO.,,,,20,,,,,,
,,,Deuteros 1,omega,OAP ASSISTED FINGERS,PULL,CON.,,,12,,,,,,,,,,Deuteros 1,omega,WARRIOR HEIGHT PIGEON ,MOVILIDAD,,,,12,,,,,,,,,,Deuteros 1,omega,STRADDLE PHS FREE,PUSH,CON.,,8,12,,,,,,,,,,Deuteros 1,sigma,HT L. ON BOX OL W ,LOWER,,EXC.,,10,,,,,,,,,,Deuteros 2,alfa,REVERSE TO SQUAT ,LOWER,,CON.,,30,,,,Cluster,,,,,,Deuteros 1,omega,SISSY SQ OL ASIST,LOWER,,EXC.,,30,,,,,,,,
,,,Deuteros 1,omega,OAC ASSISTED ,PULL,EXC.,,,8,,,,,,,,,,Deuteros 2,alfa,HINDU SQ  ,LOWER,,CON.,,,10 - 12 - 14,,,Ladder corta,,,,,,Deuteros 1,omega, PHS WALL ,PUSH,EXC.,,8,12,,,,,,,,,,Deuteros 1,sigma,DEADLIFT RAISED TOES OL ,LOWER,,EXC.,,15,,,,,,,,,,Deuteros 2,alfa,DEADLIFT W  ,LOWER,,EXC.,,30,,,,,,,,,,Deuteros 1,omega,PIGEON UP AND DOWN SPAGAT ,MOVILIDAD,,ISO.,,,,100,,,,,,
,,,Deuteros 1,omega,OAP MID ASSISTED FINGERS,PULL,ISO.,,,,,20,,,,,,,,Deuteros 2,alfa,QC ASSISTED  ,LOWER,,EXC.,,,10 - 12 - 14,,,,,,,,,Deuteros 1,omega,PIKE PRESS P-BARS,PUSH,ISO.,,,,,30,,,,,,,,Deuteros 1,omega,NC FULL ROM W ,LOWER,,EXC.,,10,,,,,,,,,,Deuteros 2,alfa,HT RING ,LOWER,,ISO.,,,,120,,,,,,,,Deuteros 1,omega,GOOSE WALK W  ,FLOW,,CON.,,40,,,,,,,,
,,,Deuteros 1,omega,KNEE PIGEON STRETCH ,MOVILIDAD,,,,,,20,,,,,,,,Deuteros 2,alfa,QC PARCIAL  ,LOWER,,ISO.,,,"20"" - 30"" - 40""",,,,,,,,,Deuteros 1,omega,90-90 GLUTE STRETCH ,MOVILIDAD,,,,,,20,,,,,,,,Deuteros 1,omega,HT OL RING ,LOWER,,EXC.,,10,,,,,,,W,,,Deuteros 2,delta,COSSACK SQUAT ,LOWER,,CON.,,30,,,,,,,,,,Deuteros 2,alfa,QC ASSISTED  ,LOWER,,EXC.,,40,,,,Accumulate X,,,,
,,,Deuteros 2,alfa,P.U PIKE,,CON.,,,3,,,,Singlet,4,,,,,Deuteros 2,delta,HINDU SQ + APE REACH  ,LOWER,,CON.,,,10 - 12 - 14,,,,,,,,,Deuteros 2,alfa,BOAT TUCK,PULL,CON.,,15,20,,,,AMRAP Series,3,4`,,,,Deuteros 1,omega,DEADLIFT TO CLEAN W ,LOWER,,CON.,,20,,,,,,,,,,Deuteros 2,delta,DEADLIFT OL W  ,LOWER,,EXC.,,30,,,,,,,,,,Deuteros 2,alfa,WARRIOR STRETCH ,MOVILIDAD,,ISO.,,,,100,,,,,,
,,,Deuteros 2,alfa,BOX P.U 90 PIKE,,ISO.,,,,,8'',,,,,,,,Deuteros 2,delta,SISSY SQ ASSISTED ,LOWER,,EXC.,,,10 - 12 - 14,,,,,,,,,Deuteros 2,alfa,PL.UP RACK ,PULL,EXC.,,8,12,,,,,,,,,,Deuteros 1,omega,FULL BRIDGE WALL WALK ,MOVILIDAD,,,,8,,,,,,,,,,Deuteros 2,delta,NC  BENT  ,LOWER,,ISO.,,,,120,,,,,,,,Deuteros 2,alfa,REVERSE TO SQUAT ,LOWER,,CON.,,30,,,,,,,,
,,,Deuteros 2,alfa,HSPU WIDE WALL ,,EXC.,,,2,,,,,,,,,,Deuteros 2,delta,QC FULL ROM  ,LOWER,,ISO.,,,"20"" - 30"" - 40""",,,,,,,,,Deuteros 2,alfa,PL.UP MID  AUSTRALIAN,PULL,ISO.,,,,,30,,,,,,,,Deuteros 2,alfa,HT ,LOWER,,CON.,,20,,,,EMOM,,6´,,,,Deuteros 2,sigma,HT L. ON BOX W  ,LOWER,,CON.,,30,,,,,,,,,,Deuteros 2,delta,QC FULL ROM  ,LOWER,,EXC.,,40,,,,,,,,
,,,Deuteros 2,delta,HSPU TO 90 TUCK  WALL ,,EXC.,,,2,,,,,,,,,,Deuteros 2,sigma,PS PULSE W ,LOWER,,CON.,,,2 - 3 - 4,,,,,,,,,Deuteros 2,delta,ARCHER PL.UP RACK,PULL,CON.,,8,12,,,,,,,,,,Deuteros 2,alfa,DEADLIFT W  ,LOWER,,EXC.,,12,,,,,,,,,,Deuteros 2,sigma,HT RING OL ,LOWER,,EXC.,,30,,,,,,,,,,Deuteros 2,delta,ASSISTED SPAGAT DELTA ,MOVILIDAD,,ISO.,,,,100,,,,,,
,,,Deuteros 2,delta,HSPU WALL ,,CON.,,,4,,,,,,,,,,Deuteros 2,sigma,PS TEMPO W ,LOWER,,EXC.,,,2 - 3 - 4,,,,,,,,,Deuteros 2,delta,PL.UP BULGARIAN,PULL,EXC.,,8,12,,,,,,,,,,Deuteros 2,alfa,SOLEO SQ  ,LOWER,,CON.,,15,,,,,,,,,,Deuteros 2,sigma,NC BENT  W  ,LOWER,,ISO.,,,,120,,,,,,,,Deuteros 2,delta,COSSACK SQUAT W ,LOWER,,CON.,,30,,,,,,,,
,,,Deuteros 2,delta,HSPU 90 WALL ,PUSH,ISO.,,,,,8'',,,,,,,,Deuteros 2,omega,SISSY SQ OL W ,LOWER,,EXC.,,,2 - 4 - 6 ,,,,,,,,,Deuteros 2,delta,DF  O.L,PULL,ISO.,,,,,30,,,,,,,,Deuteros 2,delta,HT L. ON BOX  ,LOWER,,CON.,,20,,,,,,,,,,Deuteros 2,omega,OAC ASSISTED FINGERS,PULL,CON.,,,30,,,,,,,,,,Deuteros 2,sigma,PLPU ADV TUCK SA TO SUPER ADV BA ,PUSH,CON.,EXC.,,20,,,,,,,,
,,,Deuteros 2,sigma,HSPU TO 90 TUCK WALL ,,CON.,,,3,,,,,,,,,,Deuteros 2,omega,STEP UP S JUMP  ,LOWER,,CON.,,,2 - 4 - 6 ,,,,,,,,,Deuteros 2,sigma,TTB ATW OA PIKE,PULL,CON.,,1,3,,,,,,,,,,Deuteros 2,delta,DEADLIFT OL W  ,LOWER,,EXC.,,12,,,,,,,,,,Deuteros 2,omega,FL PRESS  FULL,PULL,EXC.,,,30,,,,,,,,,,Deuteros 2,sigma,ELBOW BRIDGE ,MOVILIDAD,,ISO.,,,,120,,,,,,
,,,Deuteros 2,sigma,HSPU DEFICIT WALL ,,CON.,,,4,,,,,,,,,,Deuteros 2,omega,GENTLEMAN TO PLEGADO,MOVILIDAD,,,,12,,,,,,,,,,Deuteros 2,sigma,DP  STR,PULL,EXC.,,3,5,,,,,,,,,,Deuteros 2,delta,CALF RISES O.L W ,LOWER,,CON.,,20,,,,,,,,,,Deuteros 2,omega,ROW OA  DECLINED,PULL,ISO.,,,,,120,,,,,,,,Deuteros 2,sigma,P.U PELICAN INCLINED,PUSH,EXC.,CON.,,30,,,,,,,,
,,,Deuteros 2,sigma,HSPU TO 90 STR  FREE,,EXC.,,,2,,,,,,,,,,Epikos,alfa,P.U SPARTAN KNEE,,CON.,,,100,,,,"I Go, You Go",,,,,,Deuteros 2,sigma,INVERTED RING OA ASSISTED FULL,,ISO.,,,,,10,,,,,,,,Deuteros 2,sigma,HSPU WALL ,PUSH,CON.,,,12,,,,,,,,,,Deuteros 2,omega,GENTLEMAN TO PLEGADO,MOVILIDAD,,,,12,,,,,,,,,,Deuteros 2,omega,DP SHUFFLE  JUMP ASIST,LOWER,,CON.,,40,,,,,,,,
,,,Deuteros 2,omega,HSPU ARCHER WALL ,,CON.,,,4,,,,,,,,,,Epikos,alfa,P.U DEEP,PUSH,ISO.,,,,,pausa,,,,,,,,Deuteros 2,omega,TTB ATW OA SUPINE PIKE,PULL,CON.,,1,3,,,,,,,,,,Deuteros 2,sigma,PIKE PRESS  P-BARS,PUSH,CON.,,,15,,,,,,,,,,Athlos,alfa,BOAT STR,PULL,ISO.,,,,,30,,Buy-in / Cash-out,,,,,,Deuteros 2,omega,SPAGAT PIKE PIGEON STRETCH ,MOVILIDAD,,ISO.,,,,100,,,,,,
,,,Deuteros 2,omega,HSPU TO 90 FULL FREE,,CON.,,,3,,,,,,,,,,Epikos,delta,P.U   TYPEWRITER,,CON.,,,100,,,,,,,,,,Deuteros 2,omega,ELBOW VICTORIAN  STR,PULL,ISO.,,,,,10,,,,,,,,Deuteros 2,sigma, STR PHS WALL ,PUSH,EXC.,,,15,,,,,,,,,,Athlos,alfa,PL.UP AUSTRALIAN,PULL,CON.,,,30,,,,,,,,,,Deuteros 2,omega,PCK SIDE W  ,MOVILIDAD,,EXC.,,30,,,,,,,,
,,,Deuteros 2,omega,PLPU ASSISTED FULL,,EXC.,,,2,,,,,,,,,,Epikos,delta,BA PL  TUCK,PUSH,ISO.,,,,,pausa,,,,,,,,Deuteros 2,omega,INVERTED RING OA  FULL,PULL,ISO.,,,,,10,,,,,,,,Deuteros 2,omega,SISSY SQ OL ASIST,LOWER,,EXC.,,12,,,,,,,,,,Athlos,alfa,DF  TUCK,PULL,EXC.,,,20,,,,,,,,,,Epikos,alfa,TRIPOD  ,PUSH,,ISO.,,,,200,,"I Go, You Go",,,,
,,,Deuteros 2,omega,BOX PIKE HANG ,MOVILIDAD,,,,,,20,,,,,,,,Epikos,sigma,SISSY SQ  ,LOWER,,CON.,,100,,,,,,,,,,Deuteros 2,omega,DIAGONAL STRETCH  ,MOVILIDAD,,,,,,20,,,,,,,,Deuteros 2,omega,PS PULSE W ,LOWER,,CON.,,12,,,,,,,,,,Athlos,alfa,BOAT STR,PULL,ISO.,,,,,60,,,,,,,,Epikos,delta,WALL BACK HS  ,PUSH,ISO.,,,,,200,,,,,,
,,,Epikos,alfa,REVERSE TO SQUAT  PS ,LOWER,,CON.,,4,,,,EMOM,2,4´,,,,Epikos,sigma,SISSY SQ   ,LOWER,,ISO.,,,,pausa,,,,,,,,Epikos,alfa,NC  ,LOWER,,ISO.,,,,20,,Complex,2,,,,,Deuteros 2,omega,SISSY SQ W  ,LOWER,,CON.,,20,,,,,,,,,,Athlos,delta,TTB V PIKE,PULL,ISO.,,,,,30,,,,,,,,Epikos,sigma,BL ADV TUCK SUPINE,PUSH,ISO.,,,,,200,,,,,,
,,,Epikos,alfa,PS SHUFFLE WALL  ,LOWER,,CON.,,6,,,,,,,,,,Epikos,omega,DP SHUFFLE  JUMP ,LOWER,,CON.,,80,,,,,,,,,,Epikos,alfa,HT ,LOWER,,EXC.,,12,,,,,,,,,,Deuteros 2,omega,PANCAKE W ,MOVILIDAD,,,,,,20,,,,,,,,Athlos,delta,DF O.L,PULL,CON.,,,30,,,,,,,,,,Epikos,omega,NC FULL ROM W ,LOWER,,ISO.,,,,,,,,,,
,,,Epikos,delta,REVERSE TO PS JUMP ,,CON.,,,4,,,,,,,,,,Epikos,omega,SISSY SQ OL ,LOWER,,ISO.,,,,pausa,,,,,,,,Epikos,alfa,SUMO SQ W ,LOWER,,CON.,,15,,,,,,,,,,Epikos,alfa,SQ STEP UP  ,LOWER,,CON.,,,2 - 4 - 6 - ...,,,Death By Unbroken,,6´,,,,Athlos,delta,PL.UP ARCHER,PULL,EXC.,,,20,,,,,,,,,,Epikos,omega,NC BENT TO EXT W ,LOWER,,CON.,,60,,,,,,,,
,,,Epikos,delta,CYCLIST PS ,,,CON.,,6,,,,,,,,,,,omega,ARCHER COUCH STRETCH KNEE SPAGAT ,MOVILIDAD,,,,12,,,,,,,,,,Epikos,delta,NC BENT FR ,LOWER,,ISO.,,,,20,,,,,,,,Epikos,delta,LUNGE STEP UP W ,LOWER,,CON.,,,2 - 4 - 6 - ...,,,,,,,,,Athlos,delta,TTB V PIKE,PULL,ISO.,,,,,60,,,,,,,,,,,,,,,,,,,,,,,
,,,Epikos,sigma,HT EXP SHUFFLE  ,LOWER,,CON.,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,delta,NC BENT  ,LOWER,,EXC.,,12,,,,,,,,,,Epikos,sigma,OAPUFINGER ASSISTED STRADDLE,PUSH,EXC.,EXC.,,,4 - 8 - 12 ...,,,,,,,,,Athlos,sigma,NC  W ,LOWER,,ISO.,,,,30,,,,,,,,,,,,,,,,,,,,,,,
,,,Epikos,sigma,LUNGE JUMP SCISSOR  ,LOWER,,CON.,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,delta,GM W ,LOWER,,CON.,,15,,,,,,,,,,Epikos,omega,HT RING OL W ,LOWER,,CON.,,,4 - 8 - 12 ...,,,,,,,,,Athlos,sigma,NC  ,LOWER,,EXC.,,30,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Epikos,omega,V-SIT PRESS ,PULL,CON.,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,sigma,ROW A LA CINTURA  INCLINED,PULL,ISO.,,,,,20,,,,,,,,Epikos,omega,ARCHER COUCH STRETCH KNEE SPAGAT ,MOVILIDAD,,,,10,,,,,,,,,,Athlos,sigma,DEADLIFT RAISED TOES OL ,LOWER,,CON.,,20,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Epikos,omega,DP  STR,PULL,EXC.,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,sigma,ROW OA HORIZONTAL,PULL,EXC.,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,Athlos,sigma,NC  W ,LOWER,,ISO.,,,,60,,,,,,,,,,,,,,,,,,,,,,,
,,,Epikos,omega,GENTLEMAN TO PLEGADO,MOVILIDAD,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,sigma,ROW ARCHER HORIZONTAL,PULL,CON.,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Athlos,omega,PIKE PRESS P-BARS,PUSH,ISO.,,,,,30,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,omega,BL ADV TUCK SUPINE,PUSH,ISO.,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,Athlos,omega,HSPU DEFICIT WALL ,PUSH,CON.,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,omega,BL STRADDLE PRONE,PUSH,EXC.,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Athlos,omega, PHS WALL ,PUSH,EXC.,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,omega,BL ADV TUCK PRONE PULL UP,,CON.,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Athlos,omega,PIKE PRESS P-BARS,PUSH,ISO.,,,,,60,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,omega,PCK AROUND THE WORLD ,MOVILIDAD,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Epikos,omega,DIAGONAL STRETCH  ,MOVILIDAD,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,
