Semana,Mes,Ruta,Intensidad,Onda,Patron Activo,Patron Activo 2,Categoría
28,7,MU,70,📐 Triangular,Pull Horizontal,PULL HORIZONTAL,SUP PULL
29,8,MU,85,📐 Triangular,Pull Horizontal (BA),PULL HORIZONTAL,SUP PULL
30,8,MU,95,📐 Triangular,BL,BL,SUP PULL
31,8,MU,95,📐 Triangular,BL,BL,SUP PULL
32,8,MU,70,📐 Triangular,Pull Horizontal,PULL HORIZONTAL,SUP PULL
33,9,MU,75,📐 Triangular,Pull Horizontal,PULL HORIZONTAL,SUP PULL
34,9,MU,85,📐 Triangular,Pull Horizontal (BA),PULL HORIZONTAL,SUP PULL
35,9,MU,95,📐 Triangular,BL,BL,SUP PULL
36,9,MU,70,📐 Triangular,Pull Horizontal,PULL HORIZONTAL,SUP PULL
37,10,MU,75,📐 Triangular,Pull Horizontal,PULL HORIZONTAL,SUP PULL
38,10,MU,85,📐 Triangular,Pull Horizontal (BA),PULL HORIZONTAL,SUP PULL
39,10,MU,95,📐 Triangular,BL,BL,SUP PULL
40,10,MU,70,🔄 Fractal,Pull Horizontal,PULL HORIZONTAL,SUP PULL
41,11,MU,75,🔄 Fractal,Pull Horizontal,PULL HORIZONTAL,SUP PULL
42,11,MU,85,🔄 Fractal,Pull Horizontal (BA),PULL HORIZONTAL,SUP PULL
43,11,MU,95,🔄 Fractal,BL,BL,SUP PULL
44,11,MU,80,🔄 Fractal,Pull Horizontal (BA),PULL HORIZONTAL,SUP PULL
45,12,MU,65,🔄 Fractal,General Pull (horizontal + vertical),PULL,SUP PULL
46,12,MU,70,🔄 Fractal,Pull Horizontal,PULL HORIZONTAL,SUP PULL
47,12,MU,75,🔄 Fractal,Pull Horizontal,PULL HORIZONTAL,SUP PULL
48,12,MU,80,🔄 Fractal,Pull Horizontal (BA),PULL HORIZONTAL,SUP PULL
49,13,MU,65,🔄 Fractal,General Pull (horizontal + vertical),PULL,SUP PULL
50,13,MU,70,🔄 Fractal,Pull Horizontal,PULL HORIZONTAL,SUP PULL
51,13,MU,75,🔄 Fractal,Pull Horizontal,PULL HORIZONTAL,SUP PULL
52,13,MU,80,🔄 Fractal,Pull Horizontal (BA),PULL HORIZONTAL,SUP PULL
1,1,PS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
2,1,PS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
3,1,PS,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
4,1,PS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
5,2,PS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
6,2,PS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
7,2,PS,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
8,2,PS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
9,3,PS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
10,3,PS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
11,3,PS,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
12,3,PS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
13,4,PS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
14,4,PS,85,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
15,4,PS,95,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
16,4,PS,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
17,5,PS,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
18,5,PS,85,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
19,5,PS,95,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
20,5,PS,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
21,6,PS,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
22,6,PS,85,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
23,6,PS,95,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
24,6,PS,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
25,7,PS,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
26,7,PS,85,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
27,7,PS,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
28,7,PS,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
29,8,PS,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
30,8,PS,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
31,8,PS,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
32,8,PS,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
33,9,PS,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
34,9,PS,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
35,9,PS,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
36,9,PS,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
37,10,PS,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
38,10,PS,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
39,10,PS,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
40,10,PS,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
41,11,PS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
42,11,PS,75,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
43,11,PS,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
44,11,PS,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
45,12,PS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
46,12,PS,75,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
47,12,PS,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
48,12,PS,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
49,13,PS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
50,13,PS,75,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
51,13,PS,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
52,13,PS,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
1,1,SU,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
2,1,SU,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
3,1,SU,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
4,1,SU,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
5,2,SU,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
6,2,SU,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
7,2,SU,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
8,2,SU,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
9,3,SU,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
10,3,SU,85,⚡ Shockwave,Sentadilla,SU,INF RODILLA
11,3,SU,95,⚡ Shockwave,Sentadilla,SU,INF RODILLA
12,3,SU,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
13,4,SU,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
14,4,SU,85,⚡ Shockwave,Sentadilla,SU,INF RODILLA
15,4,SU,95,⚡ Shockwave,Sentadilla,SU,INF RODILLA
16,4,SU,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
17,5,SU,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
18,5,SU,85,⚡ Shockwave,Sentadilla,SU,INF RODILLA
19,5,SU,95,⚡ Shockwave,Sentadilla,SU,INF RODILLA
20,5,SU,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
21,6,SU,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
22,6,SU,85,⚡ Shockwave,Sentadilla,SU,INF RODILLA
23,6,SU,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
24,6,SU,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
25,7,SU,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
26,7,SU,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
27,7,SU,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
28,7,SU,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
29,8,SU,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
30,8,SU,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
31,8,SU,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
32,8,SU,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
33,9,SU,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
34,9,SU,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
35,9,SU,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
36,9,SU,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
37,10,SU,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
38,10,SU,75,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
39,10,SU,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
40,10,SU,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
41,11,SU,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
42,11,SU,75,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
43,11,SU,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
44,11,SU,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA,INF RODILLA
45,12,SU,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
46,12,SU,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
47,12,SU,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
48,12,SU,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
49,13,SU,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
50,13,SU,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
51,13,SU,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
52,13,SU,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
1,1,L,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
2,1,L,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
3,1,L,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
4,1,L,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
5,2,L,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
6,2,L,85,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
7,2,L,95,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
8,2,L,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
9,3,L,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
10,3,L,85,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
11,3,L,95,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
12,3,L,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
13,4,L,75,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
14,4,L,85,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
15,4,L,95,⚡ Shockwave,Pistol Squat,PS,INF RODILLA
16,4,L,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
17,5,L,65,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
18,5,L,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
19,5,L,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
20,5,L,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
21,6,L,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
22,6,L,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
23,6,L,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
24,6,L,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
25,7,L,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
26,7,L,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
27,7,L,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
28,7,L,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
29,8,L,65,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
30,8,L,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
31,8,L,75,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
32,8,L,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
33,9,L,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
34,9,L,75,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
35,9,L,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
36,9,L,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
37,10,L,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
38,10,L,75,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
39,10,L,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
40,10,L,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
41,11,L,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
42,11,L,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
43,11,L,65,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
44,11,L,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
45,12,L,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
46,12,L,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
47,12,L,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
48,12,L,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
49,13,L,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
50,13,L,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
51,13,L,65,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
52,13,L,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
1,1,DS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
2,1,DS,85,⚡ Shockwave,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
3,1,DS,95,⚡ Shockwave,DS,DS,INF CADERA
4,1,DS,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
5,2,DS,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
6,2,DS,85,⚡ Shockwave,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
7,2,DS,95,⚡ Shockwave,DS,DS,INF CADERA
8,2,DS,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
9,3,DS,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
10,3,DS,85,⚡ Shockwave,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
11,3,DS,95,⚡ Shockwave,DS,DS,INF CADERA
12,3,DS,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
13,4,DS,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
14,4,DS,85,⚡ Shockwave,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
15,4,DS,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
16,4,DS,80,📐 Triangular,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
17,5,DS,60,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
18,5,DS,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
19,5,DS,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
20,5,DS,80,📐 Triangular,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
21,6,DS,55,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
22,6,DS,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
23,6,DS,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
24,6,DS,80,📐 Triangular,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
25,7,DS,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
26,7,DS,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
27,7,DS,60,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
28,7,DS,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
29,8,DS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
30,8,DS,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
31,8,DS,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
32,8,DS,80,🔄 Fractal,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
33,9,DS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
34,9,DS,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
35,9,DS,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
36,9,DS,80,🔄 Fractal,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
37,10,DS,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
38,10,DS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
39,10,DS,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
40,10,DS,80,🔄 Fractal,Hip Dominant (Glute + Quad),INF CADERA,INF CADERA
41,11,DS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
42,11,DS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
43,11,DS,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
44,11,DS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
45,12,DS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
46,12,DS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
47,12,DS,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
48,12,DS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
49,13,DS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
50,13,DS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
51,13,DS,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
52,13,DS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
1,1,HR,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
2,1,HR,85,⚡ Shockwave,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
3,1,HR,95,⚡ Shockwave,Ham Raises,HR,INF CADERA
4,1,HR,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
5,2,HR,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
6,2,HR,85,⚡ Shockwave,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
7,2,HR,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
8,2,HR,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
9,3,HR,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
10,3,HR,85,⚡ Shockwave,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
11,3,HR,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
12,3,HR,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
13,4,HR,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
14,4,HR,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
15,4,HR,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
16,4,HR,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
17,5,HR,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
18,5,HR,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
19,5,HR,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
20,5,HR,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
21,6,HR,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
22,6,HR,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
23,6,HR,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
24,6,HR,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
25,7,HR,60,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
26,7,HR,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
27,7,HR,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
28,7,HR,80,🔄 Fractal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
29,8,HR,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
30,8,HR,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
31,8,HR,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
32,8,HR,80,🔄 Fractal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
33,9,HR,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
34,9,HR,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
35,9,HR,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
36,9,HR,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
37,10,HR,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
38,10,HR,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
39,10,HR,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
40,10,HR,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
41,11,HR,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
42,11,HR,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
43,11,HR,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
44,11,HR,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
45,12,HR,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
46,12,HR,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
47,12,HR,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
48,12,HR,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
49,13,HR,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
50,13,HR,85,⚡ Shockwave,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
51,13,HR,95,⚡ Shockwave,Ham Raises,HR,INF CADERA
52,13,HR,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
1,1,NC,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
2,1,NC,85,⚡ Shockwave,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
3,1,NC,95,⚡ Shockwave,Nordic Curl,NC,INF CADERA
4,1,NC,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
5,2,NC,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
6,2,NC,85,⚡ Shockwave,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
7,2,NC,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
8,2,NC,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
9,3,NC,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
10,3,NC,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
11,3,NC,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
12,3,NC,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
13,4,NC,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
14,4,NC,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
15,4,NC,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
16,4,NC,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
17,5,NC,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
18,5,NC,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
19,5,NC,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
20,5,NC,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
21,6,NC,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
22,6,NC,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
23,6,NC,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
24,6,NC,80,🔄 Fractal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
25,7,NC,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
26,7,NC,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
27,7,NC,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
28,7,NC,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
29,8,NC,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
30,8,NC,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
31,8,NC,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
32,8,NC,80,🔄 Fractal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
33,9,NC,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
34,9,NC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
35,9,NC,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
