PATRON PRINCIPAL,CATEGORIA PRINCIPAL,CATEGORIA SECUNDARIA,Ejercicio,Ejercicio 2,Posicion,Esfuerzo,Nivel,Código Numérico,Dificultad Relativa,Ruta,Movilidad Relacionada A
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC MID ASSISTED ,OAC MID,ASSISTED ,ISO.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA HANG RETRACCION STRICT,OA HANG RETRACCION,STRICT,ISO.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA HANG RETRACCION FLEX STRICT,OA HANG RETRACCION FLEX,STRICT,CON.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP  RINGS,MUSCLE UP ,RINGS,CON.,sigma,3,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MU TRANSITION RINGS ASSISTED,MU TRANSITION RINGS,ASSISTED,CON.,sigma,3,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,KIP SWING BAR,KIP SWING,BAR,CON.,sigma,3,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,SWING KIPPING MU RINGS,SWING KIPPING MU,RINGS,CON.,sigma,3,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP BAR ,MUSCLE UP BAR,,EXC.,sigma,3,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP ASSISTED FINGERS,OAP ASSISTED,FINGERS,CON.,omega,4,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC ASSISTED FINGERS,OAC ASSISTED,FINGERS,CON.,omega,4,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP TOP ASSISTED FINGERS,OAP TOP ASSISTED,FINGERS,ISO.,omega,4,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP MID ASSISTED FINGERS,OAP MID ASSISTED,FINGERS,ISO.,omega,4,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC TOP ASSISTED FINGERS,OAC TOP ASSISTED,FINGERS,ISO.,omega,4,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC MID ASSISTED FINGERS,OAC MID ASSISTED,FINGERS,ISO.,omega,4,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA HANG RETRACCION FLEX STRICT,OA HANG RETRACCION FLEX,STRICT,ISO.,omega,4,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP WIDE RINGS,MUSCLE UP WIDE,RINGS,EXC.,omega,4,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP TRANSITION RINGS,MUSCLE UP TRANSITION,RINGS,CON.,omega,4,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP BAR,MUSCLE UP,BAR,CON.,omega,4,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,SWING KIPPING MU BAR,SWING KIPPING MU,BAR,CON.,omega,4,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,SLOW MUSCLE UP RINGS,SLOW MUSCLE UP,RINGS,CON.,omega,4,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP STRICT,OAP,STRICT,EXC.,omega,4,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC STRICT,OAC,STRICT,EXC.,omega,4,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP TOP  STRICT,OAP TOP ,STRICT,ISO.,omega,4,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP MID  STRICT,OAP MID ,STRICT,ISO.,omega,4,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC TOP  STRICT,OAC TOP ,STRICT,ISO.,omega,4,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC MID  STRICT,OAC MID ,STRICT,ISO.,omega,4,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP RINGS WIDE,MUSCLE UP RINGS,WIDE,CON.,omega,4,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP TRANSITION SLOW RINGS,MUSCLE UP TRANSITION SLOW,RINGS,CON.,omega,4,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP EXPLOSIVE EXPLOSIVE,MUSCLE UP EXPLOSIVE,EXPLOSIVE,CON.,omega,4,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP BAR SLOW,MUSCLE UP BAR,SLOW,CON.,omega,4,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FRONT ROLL RINGS,FRONT ROLL,RINGS,CON.,omega,4,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP BAR WIDE,MUSCLE UP BAR,WIDE,EXC.,omega,4,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP RINGS ARCHER,MUSCLE UP RINGS,ARCHER,EXC.,omega,4,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC STRICT,OAC,STRICT,CON.,spartan,5,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP  STRICT,OAP ,STRICT,CON.,spartan,5,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP RINGS SLOW WIDE,MUSCLE UP RINGS SLOW,WIDE,CON.,spartan,5,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,IRON CROSS RINGS,IRON CROSS,RINGS,ISO.,spartan,5,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP BAR WEIGHTED,MUSCLE UP BAR,WEIGHTED,CON.,spartan,5,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP TRANSITION BAR SLOW,MUSCLE UP TRANSITION BAR,SLOW,CON.,spartan,5,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,BACK ROLL RINGS,BACK ROLL,RINGS,CON.,spartan,5,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP BAR WIDE,MUSCLE UP BAR,WIDE,CON.,spartan,5,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP RINGS ARCHER,MUSCLE UP RINGS,ARCHER,CON.,spartan,5,1,MU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),SCAPULAR P.U KNEE,SCAPULAR P.U,KNEE,CON.,alfa,1,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U INCLINED,P.U,INCLINED,CON.,alfa,1,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),SHOULDER TAP KNEE,SHOULDER TAP,KNEE,CON.,alfa,1,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U WIDE KNEE,P.U WIDE,KNEE,EXC.,alfa,1,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U KNEE,P.U,KNEE,EXC.,alfa,1,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),DEEP P.U KNEE,DEEP P.U,KNEE,ISO.,alfa,1,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U 90 KNEE,P.U 90,KNEE,ISO.,alfa,1,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U KNEE,P.U,KNEE,CON.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U DEEP,P.U,DEEP,ISO.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U 90 HOR,P.U 90,HOR,ISO.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SPARTAN KNEE,P.U SPARTAN,KNEE,CON.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U WIDE KNEE,P.U WIDE,KNEE,CON.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U HOR,P.U,HOR,EXC.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U CLAP KNEE,P.U CLAP,KNEE,CON.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SUPINE KNEE,P.U SUPINE,KNEE,CON.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U WIDE HOR,P.U WIDE,HOR,EXC.,alfa,1,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U HOR,P.U,HOR,CON.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U WIDE HOR,P.U WIDE,HOR,CON.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SPARTAN WALK HOR,P.U SPARTAN WALK,HOR,CON.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U ARCHER KNEE,P.U ARCHER,KNEE,CON.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U TYPEWRITER KNEE,P.U TYPEWRITER,KNEE,CON.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U BULGARIAN DEEP HOR,P.U BULGARIAN DEEP,HOR,ISO.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U BULGARIAN 90 HOR,P.U BULGARIAN 90,HOR,ISO.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U BULGARIAN  HOR,P.U BULGARIAN ,HOR,EXC.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SUPINE HOR,P.U SUPINE,HOR,EXC.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),PUSH UP DECLINED,PUSH UP,DECLINED,EXC.,alfa,1,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U DECLINED,P.U,DECLINED,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U  ARCHER,P.U ,ARCHER,EXC.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U 90 ARCHER,P.U 90,ARCHER,ISO.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U DEEP ARCHER,P.U DEEP,ARCHER,ISO.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U BULGARIAN,P.U,BULGARIAN,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U JUMP SPARTAN,P.U JUMP,SPARTAN,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U CLAP HOR,P.U CLAP,HOR,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U WIDE DECLINED,P.U WIDE,DECLINED,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U TYPEWRITER HOR,P.U TYPEWRITER,HOR,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U WIDE JUMP HOR,P.U WIDE JUMP,HOR,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SUPINE HOR,P.U SUPINE,HOR,CON.,delta,2,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SUPINE DECLINED,P.U SUPINE,DECLINED,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SUPINE 90 DECLINED,P.U SUPINE 90,DECLINED,ISO.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SUPINE DEEP DECLINED,P.U SUPINE DEEP,DECLINED,ISO.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U SLOW TEMPO,P.U SLOW,TEMPO,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS ARCHER,P.U RINGS,ARCHER,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS HOR,P.U RINGS,HOR,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS TEMPO HOR,P.U RINGS TEMPO,HOR,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS WIDE HOR,P.U RINGS WIDE,HOR,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U   TYPEWRITER,P.U  ,TYPEWRITER,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS 90 ARCHER,P.U RINGS 90,ARCHER,ISO.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS DEEP ARCHER,P.U RINGS DEEP,ARCHER,ISO.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS SUPINE HOR,P.U RINGS SUPINE,HOR,CON.,delta,2,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS TYPWRITER,P.U RINGS,TYPWRITER,CON.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS SUPINE ARCHER,P.U RINGS SUPINE,ARCHER,CON.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS SUPINE DECLINED,P.U RINGS SUPINE,DECLINED,CON.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS SUPINE 90 DECLINED,P.U RINGS SUPINE 90,DECLINED,ISO.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS SUPINE DEEP DECLINED,P.U RINGS SUPINE DEEP,DECLINED,ISO.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS SUPERMAN,P.U RINGS,SUPERMAN,CON.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS FLY,P.U RINGS,FLY,CON.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U PARTIAL PELICAN,P.U PARTIAL,PELICAN,CON.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U RINGS DEEP ARCHER,P.U RINGS DEEP,ARCHER,CON.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPU90 FINGER ASSIST,OAPU90 FINGER,ASSIST,ISO.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPUDEEP FINGER ASSIST,OAPUDEEP FINGER,ASSIST,ISO.,delta,2,3,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPUFINGER ASSISTED STRADDLE,OAPUFINGER ASSISTED,STRADDLE,EXC.,sigma,3,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPU90 STRADDLE,OAPU90,STRADDLE,ISO.,sigma,3,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPUDEEP STRADDLE,OAPUDEEP,STRADDLE,ISO.,sigma,3,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U PELICAN INCLINED,P.U PELICAN,INCLINED,EXC.,sigma,3,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPU STRADDLE,OAPU,STRADDLE,CON.,sigma,3,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS 90 ASSIST,OAPURINGS 90,ASSIST,ISO.,sigma,3,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS DEEP ASSIST,OAPURINGS DEEP,ASSIST,ISO.,sigma,3,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),P.U PELICAN  ASISSTED,P.U PELICAN ,ASISSTED,EXC.,sigma,3,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS STRADDLE,OAPURINGS,STRADDLE,EXC.,omega,4,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS 90 STRADDLE,OAPURINGS 90,STRADDLE,ISO.,omega,4,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS DEEP STRADDLE,OAPURINGS DEEP,STRADDLE,ISO.,omega,4,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),PELICAN P.U MID RANGE HOR,PELICAN P.U MID RANGE,HOR,CON.,omega,4,1,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS HOR,OAPURINGS,HOR,CON.,omega,4,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS 90 HOR,OAPURINGS 90,HOR,ISO.,omega,4,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),OAPURINGS DEEP HOR,OAPURINGS DEEP,HOR,ISO.,omega,4,2,OAPU,
PUSH,PUSH HORIZONTAL,PUSH HORIZONTAL (BENT ARM),PELICAN P.U FULL RANGE HOR,PELICAN P.U FULL RANGE,HOR,CON.,omega,4,2,OAPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,SHRUGS PIKE,SHRUGS,PIKE,CON.,alfa,1,1,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,SHOULDER TAPS PIKE,SHOULDER TAPS,PIKE,CON.,alfa,1,1,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,PARTIAL P.U PIKE,PARTIAL P.U,PIKE,CON.,alfa,1,1,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,WALL P.U PIKE,WALL P.U,PIKE,CON.,alfa,1,1,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,SHOULDER ELEVATION PIKE,SHOULDER ELEVATION,PIKE,ISO.,alfa,1,1,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,P.U 90 PIKE,P.U 90,PIKE,ISO.,alfa,1,1,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,BOX HSPU KNEE,BOX HSPU,KNEE,EXC.,alfa,1,1,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,BOX HSPU KNEE,BOX HSPU,KNEE,CON.,alfa,1,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX WIDE P.U PIKE,BOX WIDE P.U,PIKE,EXC.,alfa,1,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,PU QUAD,PU,QUAD,CON.,alfa,1,2,HSPU,
PUSH,PUSH VERTICAL,PUSH VERTICAL (BENT ARM) ,P.U DEEP PIKE,P.U DEEP,PIKE,ISO.,alfa,1,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX WIDE P.U PIKE,BOX WIDE P.U,PIKE,CON.,alfa,1,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U BEAR,P.U,BEAR,CON.,alfa,1,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U PIKE,P.U,PIKE,EXC.,alfa,1,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX P.U PIKE,BOX P.U,PIKE,EXC.,alfa,1,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX WIDE P.U 90 PIKE,BOX WIDE P.U 90,PIKE,ISO.,alfa,1,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX WIDE P.U DEEP PIKE,BOX WIDE P.U DEEP,PIKE,ISO.,alfa,1,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX P.U PIKE,BOX P.U,PIKE,CON.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX P.U 90 PIKE,BOX P.U 90,PIKE,ISO.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,BOX P.U DEEP PIKE,BOX P.U DEEP,PIKE,ISO.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U PIKE,P.U,PIKE,CON.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U WIDE PIKE,P.U WIDE,PIKE,CON.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U WIDE 90 PIKE,P.U WIDE 90,PIKE,ISO.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U WIDE DEEP PIKE,P.U WIDE DEEP,PIKE,ISO.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U TO 90  PIKE,P.U TO 90 ,PIKE,EXC.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U DEFICIT PIKE,P.U DEFICIT,PIKE,EXC.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,ONE LEG PIKE P.U BOX,ONE LEG PIKE P.U,BOX,EXC.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U TO 90  PIKE,P.U TO 90 ,PIKE,CON.,delta,2,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U ARCHER PIKE,P.U ARCHER,PIKE,EXC.,delta,2,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U DEFICIT BOX PIKE,P.U DEFICIT BOX,PIKE,CON.,delta,2,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,ONE LEG PIKE P.U 90 BOX,ONE LEG PIKE P.U 90,BOX,ISO.,delta,2,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,ONE LEG PIKE P.U DEEP BOX,ONE LEG PIKE P.U DEEP,BOX,ISO.,delta,2,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,ONE LEG PIKE P.U BOX,ONE LEG PIKE P.U,BOX,CON.,delta,2,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU WIDE WALL ,HSPU WIDE,WALL ,EXC.,delta,2,2,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U ARCHER PIKE,P.U ARCHER,PIKE,CON.,delta,2,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U DEFICIT BOX EXPLOSIVE PIKE,P.U DEFICIT BOX EXPLOSIVE,PIKE,CON.,delta,2,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU WIDE WALL ,HSPU WIDE,WALL ,CON.,delta,2,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU WIDE DEEP WALL ,HSPU WIDE DEEP,WALL ,ISO.,delta,2,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU WIDE 90 WALL ,HSPU WIDE 90,WALL ,ISO.,delta,2,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU WALL ,HSPU,WALL ,EXC.,delta,2,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,KIPPING HANDSTAND WALL ,KIPPING HANDSTAND,WALL ,CON.,delta,2,3,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U ARCHER RINGS PIKE,P.U ARCHER RINGS,PIKE,CON.,sigma,3,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U ARCHER RINGS 90 PIKE,P.U ARCHER RINGS 90,PIKE,ISO.,sigma,3,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,P.U ARCHER RINGS DEEP PIKE,P.U ARCHER RINGS DEEP,PIKE,ISO.,sigma,3,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU WALL ,HSPU,WALL ,CON.,sigma,3,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU 90 WALL ,HSPU 90,WALL ,ISO.,sigma,3,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU DEEP WALL ,HSPU DEEP,WALL ,ISO.,sigma,3,1,HSPU,
PUSH,PUSH VERTICAL ,PUSH VERTICAL (BENT ARM) ,HSPU FREE,HSPU,FREE,CON.,sigma,3,2,HSPU,
