PATRON PRINCIPAL,CATEGORIA PRINCIPAL,CATEGORIA SECUNDARIA,Ejercicio,Ejercicio 2,Posicion,Esfuerzo,Nivel,Código Numérico,Dificultad Relativa,Ruta,Movilidad Relacionada A
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,WRIST WALL BELLY HS ,WRIST WALL BELLY HS,,,delta,2,2,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,PARTIAL WALL HS ,PARTIAL WALL HS,,,delta,2,3,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FOREARM HS ,FOREARM HS,,,delta,2,3,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,PARTIAL WALL PIKE PRESS  ,PARTIAL WALL PIKE PRESS ,,,delta,2,3,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,WALL WALK ,WALL WALK,,,delta,2,3,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,WALL HS SINGLE LEG TUCK ,WALL HS SINGLE LEG TUCK,,,delta,2,3,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,WALL HS DOUBE LEG TUCK ,WALL HS DOUBE LEG TUCK,,,delta,2,3,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS ,FREE HS,,ISO.,sigma,3,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS STR ,FREE HS STR,,ISO.,sigma,3,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,KICK TO FREE HS  ,KICK TO FREE HS ,,,sigma,3,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,CONEJITO TO FREE HS  ,CONEJITO TO FREE HS ,,,sigma,3,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS PBARS ,FREE HS PBARS,,,sigma,3,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,OA WALL HS ,OA WALL HS,,,sigma,3,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS SINGLE LEG TUCK  ,FREE HS SINGLE LEG TUCK ,,,sigma,3,2,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS DOUBLE LEG TUCK  ,FREE HS DOUBLE LEG TUCK ,,,sigma,3,2,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,WALL REAR HOLLOW HS ,WALL REAR HOLLOW HS,,,sigma,3,2,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS TAPS ,FREE HS TAPS,,,omega,4,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS 1/4 TURNS ,FREE HS 1/4 TURNS,,,omega,4,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS WALK ,FREE HS WALK,,,omega,4,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,FREE HS JUMP ,FREE HS JUMP,,,omega,4,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,OA FREE HS 5 FINGERS ,OA FREE HS 5 FINGERS,,,omega,4,2,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,OA FREE HS 3 FINGERS ,OA FREE HS 3 FINGERS,,,spartan,5,1,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,OA FREE HS 1 FINGER ,OA FREE HS 1 FINGER,,,spartan,5,2,HS,
PUSH,PUSH VERTICAL,PUSH VERTICAL (STRAIGHT ARM) ,WALL PRESS OA FREE HS ,WALL PRESS OA FREE HS,,,spartan,5,2,HS,
CARDIO,PLYO,LOWER,WALL SKIPPING  ,WALL SKIPPING ,,,alfa,1,1,,
CARDIO,PLYO ,LOWER,SKIPPING  ,SKIPPING ,,,alfa,1,1,,
CARDIO,PLYO,LOWER,BUT KICKS ,BUT KICKS,,,alfa,1,1,,
CARDIO,PLYO,CORE,MOUNTAIN CLIMBER  ,MOUNTAIN CLIMBER ,,,alfa,1,1,,
CARDIO,COORDINATIVO,LOWER,STEP TOUCH  ,STEP TOUCH ,,,alfa,1,2,,
CARDIO,PLYO ,LOWER,SCISSOR  ,SCISSOR ,,,alfa,1,2,,
CARDIO,COORDINATIVO,SQUAT,SQ SQUARE WALK ,SQ SQUARE WALK,,,alfa,1,2,,
CARDIO,PLYO ,LOWER,JUMPING JACK  ,JUMPING JACK ,,,alfa,1,2,,
CARDIO,COORDINATIVO,LOWER,JUMPING JACK CRISS CROSS ,JUMPING JACK CRISS CROSS,,,alfa,1,2,,
CARDIO,PLYO,CORE,MC CROSSED  ,MC CROSSED ,,,alfa,1,2,,
CARDIO,PLYO,SQUAT,POP SQUAT  ,POP SQUAT ,,,alfa,1,3,,
CARDIO,PLYO,LOWER,SPEED SKATER  ,SPEED SKATER ,,,alfa,1,3,,
CARDIO,PLYO,LOWER,POGO JUMP  ,POGO JUMP ,,,alfa,1,3,,
CARDIO,LUNGE ,LOWER,BACK LUNGE KICK ,BACK LUNGE KICK,,,alfa,1,3,,
CARDIO,PLYO,CORE,MC SEMICIRCLE ,MC SEMICIRCLE,,,alfa,1,3,,
CARDIO,PLYO,LOWER,SKATER JUMP ,SKATER JUMP,,,delta,2,1,,
CARDIO,PLYO ,SQUAT,BORROWER SQ ,BORROWER SQ,,,delta,2,2,,
CARDIO,PLYO ,CORE,MC SWITCH  ,MC SWITCH ,,,delta,2,2,,
CARDIO,PLYO,CORE,MC SIDE TO SIDE ,MC SIDE TO SIDE,,,delta,2,2,,
CARDIO,PLYO,LOWER,SQ SKIPPING  ,SQ SKIPPING ,,,delta,2,2,,
CARDIO,PLYO,CORE,PLANK SKIER ,PLANK SKIER,,,delta,2,2,,
CARDIO,PLYO,SQUAT,SQ JACK  ,SQ JACK ,,,delta,2,2,,
CARDIO,COORDINATIVO ,SQUAT,SQ STEP TOUCH  ,SQ STEP TOUCH ,,,delta,2,2,,
CARDIO,PLYO,LOWER,POGO JUMP SIDE TO SIDE ,POGO JUMP SIDE TO SIDE,,,delta,2,2,,
CARDIO,PLYO ,CORE,UNDER SWITCH  ,UNDER SWITCH ,,,delta,2,2,,
CARDIO,PLYO ,CORE,PLANK JACK  ,PLANK JACK ,,,delta,2,2,,
CARDIO,COORDINATIVO,SQUAT,SQ SIDE TOUCH  ,SQ SIDE TOUCH ,,,delta,2,2,,
CARDIO,PLYO,FULL BODY ,1/2 BURPEE  ,1/2 BURPEE ,,,delta,2,2,,
CARDIO,PLYO,SQUAT,SNOWBOARD SQ  ,SNOWBOARD SQ ,,,delta,2,3,,
CARDIO,PLYO,LOWER,POGO JUMP W ,POGO JUMP W,,,delta,2,3,,
CARDIO,PLYO ,UPPER,CATERPILLAR PU ,CATERPILLAR PU,,,delta,2,3,,
CARDIO,PLYO,FULL BODY ,1/2 BURPEE CARPA ,1/2 BURPEE CARPA,,,delta,2,3,,
CARDIO,COORDINATIVO,FULL BODY ,INCHWORM BURPEE ,INCHWORM BURPEE,,,delta,2,3,,
CARDIO,COORDINATIVO ,FULL BODY ,BURPEE COMPLETO ,BURPEE COMPLETO,,,sigma,3,1,,
CARDIO,PLYO,LOWER,POGO JUMP O.L  ,POGO JUMP O.L ,,,sigma,3,1,,
CARDIO,COORDINATIVO ,FULL BODY ,BURPEE SIDE TO SIDE ,BURPEE SIDE TO SIDE,,,sigma,3,2,,
CARDIO,COORDINATIVO,FULL BODY ,SKATER TO BURPEE ,SKATER TO BURPEE,,,sigma,3,2,,
CARDIO,COORDINATIVO,FULL BODY ,REVERSE TO BURPEE ,REVERSE TO BURPEE,,,sigma,3,2,,
CARDIO,COORDINATIVO,FULL BODY ,BURPEE TO LIZARD  ,BURPEE TO LIZARD ,,,sigma,3,2,,
CARDIO,COORDINATIVO,FULL BODY ,BURPEE O.A  ,BURPEE O.A ,,,sigma,3,2,,
CARDIO,PLYO ,LOWER,BOX SIDE TO SIDE JUMP  ,BOX SIDE TO SIDE JUMP ,,,sigma,3,2,,
CARDIO,PLYO,FULL BODY ,BURPEE BOX JUMP  ,BURPEE BOX JUMP ,,,omega,4,1,,
CARDIO,PLYO,UPPER,CATERPILLAR PU JUMP ,CATERPILLAR PU JUMP,,,omega,4,1,,
KL,CARDIO,LOWER POSTERIOR,SWING KETLEBELL  ,SWING KETLEBELL ,,,alfa,1,1,,
KL,ESTABILIDAD,CORE,AROUND THE BODY  ,AROUND THE BODY ,,,alfa,1,1,,
KL,CARDIO,FULL BODY ,ATLAS SWING  ,ATLAS SWING ,,,alfa,1,2,,
KL,PUSH VERTICAL,PUSH VERTICAL ,KETTLEBELL PRESS UP  ,KETTLEBELL PRESS UP ,,,alfa,1,2,,
KL,CARDIO,CORE,CROSS SWING KL ,CROSS SWING KL,,,delta,2,1,,
KL,CARDIO,FULL BODY ,SWING O.A  ,SWING O.A ,,,delta,2,1,,
KL,POTENCIA ,FULL BODY ,SNATCH SQ ,SNATCH SQ,,,delta,2,2,,
KL,CARDIO,FULL BODY ,SIDE SWING TO SQ ,SIDE SWING TO SQ,,,delta,2,2,,
KL,CARDIO,FULL BODY ,WAITER CLEAN  ,WAITER CLEAN ,,,delta,2,2,,
KL,CARDIO,CORE,SIDE SWING  ,SIDE SWING ,,,delta,2,2,,
KL,CARDIO,FULL BODY ,SWING TOUCH FLOOR ,SWING TOUCH FLOOR,,,delta,2,2,,
KL,POTENCIA ,FULL BODY ,POWER SNATCH PRESS ,POWER SNATCH PRESS,,,delta,2,3,,
KL,PLYO,LOWER,KL SWING JUMP ,KL SWING JUMP,,,delta,2,3,,
KL,POTENCIA ,LUNGES,SNATCH LUNGE ,SNATCH LUNGE,,,delta,2,3,,
KL,POTENCIA ,FULL BODY ,CLEAN/JERK O.A ,CLEAN/JERK O.A,,,delta,2,3,,
KL,PLYO,LOWER,SWING 180° ,SWING 180°,,,sigma,3,1,,
KL,CARDIO ,LUNGES,CROSS SWING TO LS  ,CROSS SWING TO LS ,,,sigma,3,1,,
KL,CARDIO,DQ,WAITER CLEAN TO DQ  ,WAITER CLEAN TO DQ ,,,sigma,3,2,,
KL,POTENCIA ,CORE,SNATCH TOUCH FLOOR  ,SNATCH TOUCH FLOOR ,,,omega,4,1,,
PLYO,,,SEIZA TO GENTLEMAN  ,SEIZA TO GENTLEMAN ,,,alfa,1,1,,
PLYO,,,STEP DOWN REBOUND  ,STEP DOWN REBOUND ,,,alfa,1,1,,
PLYO,,,CALF JUMP  ,CALF JUMP ,,,alfa,1,1,,
PLYO,,,JUMP PRE ,JUMP PRE,,,alfa,1,2,,
PLYO,,,REACTIVE SQ ON BOX ,REACTIVE SQ ON BOX,,,alfa,1,2,,
PLYO,,,REACTIVE HT  ,REACTIVE HT ,,,alfa,1,2,,
PLYO,,,CALF JUMP WALL  ,CALF JUMP WALL ,,,alfa,1,2,,
PLYO,,, SQ TO JUMP  , SQ TO JUMP ,,EXC.,alfa,1,2,,
PLYO,,,PIKE REBOUND  ,PIKE REBOUND ,,,alfa,1,3,,
PLYO,,,DEADLIFT  TO JUMP  ,DEADLIFT  TO JUMP ,,EXC.,alfa,1,3,,
PLYO,,,SKIPPING 2/2 ,SKIPPING 2/2,,,alfa,1,3,,
PLYO,,,LONG JUMP PRE ,LONG JUMP PRE,,,delta,2,1,,
PLYO,,,CALF JUMP WALL O.L  ,CALF JUMP WALL O.L ,,,delta,2,1,,
PLYO,,,POP LUNGE  ,POP LUNGE ,,,delta,2,1,,
PLYO,,,CALF JUMP O.L  ,CALF JUMP O.L ,,,delta,2,1,,
PLYO,,,DROP JUMP  ,DROP JUMP ,,,delta,2,2,,
PLYO,,,BOX DROP TO SQ ,BOX DROP TO SQ,,,delta,2,2,,
PLYO,,,BOX JUMP STIK  ,BOX JUMP STIK ,,,delta,2,2,,
PLYO,,,PIKE REBOUND O.L  ,PIKE REBOUND O.L ,,,delta,2,2,,
PLYO,,,REACTIVE SQ JUMP BOX ,REACTIVE SQ JUMP BOX,,,delta,2,2,,
PLYO,,,REACTIVE HT O.L  ,REACTIVE HT O.L ,,,delta,2,2,,
PLYO,,,DEADLIFT  O.L TO JUMP  ,DEADLIFT  O.L TO JUMP ,,EXC.,delta,2,2,,
PLYO,,,BULGARIAN REBOUND  ,BULGARIAN REBOUND ,,,delta,2,2,,
PLYO,,, SQ TO BOX JUMP  , SQ TO BOX JUMP ,,EXC.,delta,2,2,,
PLYO,,,SEIZA TO SQ JUMP  ,SEIZA TO SQ JUMP ,,,delta,2,3,,
PLYO,,,DEADLIFT TO LONG JUMP  ,DEADLIFT TO LONG JUMP ,,,delta,2,3,,
PLYO,,,SEIZA SQ TO SKATER  ,SEIZA SQ TO SKATER ,,,sigma,3,1,,
PLYO,,,JUMP BOX O.L  ,JUMP BOX O.L ,,,sigma,3,2,,
PLYO,,,LONG JUMP O.L  ,LONG JUMP O.L ,,,sigma,3,2,,
PLYO,,,SEIZA TO SQ O.L ,SEIZA TO SQ O.L,,,sigma,3,2,,
PLYO,,,REACTIVE SQ JUMP WALL  ,REACTIVE SQ JUMP WALL ,,,sigma,3,2,,
PLYO,,,REACTIVE HT W ,REACTIVE HT W,,,sigma,3,2,,
PLYO,,,DEADLIFT O.L TO LONG JUMP ,DEADLIFT O.L TO LONG JUMP,,,sigma,3,2,,
PLYO,,,BULGARIAN REBOUND SIDE TO SIDE ,BULGARIAN REBOUND SIDE TO SIDE,,,sigma,3,2,,
PLYO,,,DROP JUMP O.L  ,DROP JUMP O.L ,,,omega,4,1,,
PLYO,,,SEIZA TO PS  ,SEIZA TO PS ,,,omega,4,1,,
LOWER,KNEE DOMINANT,QUADS,PS PULSE W ,PS PULSE W,,,omega,4,1,PS,
LOWER,KNEE DOMINANT,QUADS,PS PULSE ,PS PULSE,,,sigma,3,2,PS,
LOWER,KNEE DOMINANT,QUADS,PS TEMPO W ,PS TEMPO W,,,omega,4,1,PS,
LOWER,HIP DOMINANT,ISQUIOS,HT OL RING ,HT OL RING,,,omega,4,2,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT SLIDE OL RING ,HT SLIDE OL RING,,,omega,4,1,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT SLIDE OL RING W ,HT SLIDE OL RING W,,,omega,4,2,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT EXP OL ,HT EXP OL,,,omega,4,1,HT,
LOWER,HIP DOMINANT,ISQUIOS,DEADLIFT PULSE OL W ,DEADLIFT PULSE OL W,,,omega,4,1,NC,
LOWER,HIP DOMINANT,ISQUIOS,DEADLIFT TO CLEAN ,DEADLIFT TO CLEAN,,,omega,4,1,NC,
LOWER,HIP DOMINANT,ISQUIOS,DEADLIFT TO CLEAN W ,DEADLIFT TO CLEAN W,,,omega,4,2,NC,
LOWER,HIP DOMINANT,GLUTES,SEIZA UP AND DOWN ,SEIZA UP AND DOWN,,,alfa,1,1,QC,
FLOW,HIP DOMINANT,ISQUIOS,ELEPHANT WALK ,ELEPHANT WALK,,,alfa,1,3,NC,
LOWER,HIP DOMINANT,ISQUIOS,NC BENT FR ,NC BENT FR,,,delta,2,3,NC,
LOWER,HIP DOMINANT,ISQUIOS,NC BENT TO EXTENSION ,NC BENT TO EXTENSION,,,omega,4,1,NC,
LOWER,HIP DOMINANT,ISQUIOS,NC BENT TO EXT W ,NC BENT TO EXT W,,,omega,4,2,NC,
LOWER,HIP DOMINANT,ISQUIOS,HT REACH RING OL ,HT REACH RING OL,,,sigma,3,2,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT RING ,HT RING,,,delta,2,2,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT RING W ,HT RING W,,,delta,2,3,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT RING OL ,HT RING OL,,,sigma,3,1,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT RING OL W ,HT RING OL W,,,sigma,3,2,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT EXP OL W ,HT EXP OL W,,,sigma,3,1,HT,
LOWER,HIP DOMINANT,ISQUIOS,DEADLIFT RAISED TOES ,DEADLIFT RAISED TOES,,,sigma,3,1,HT,
LOWER,HIP DOMINANT,ISQUIOS,DEADLIFT RAISED TOES OL ,DEADLIFT RAISED TOES OL,,,sigma,3,2,HT,
LOWER,HIP DOMINANT,ISQUIOS,HORSE STANCE ,HORSE STANCE,,,delta,2,2,NC,
LOWER,HIP DOMINANT,ISQUIOS,HORSE STANCE GM ,HORSE STANCE GM,,,delta,2,3,NC,
LOWER,HIP DOMINANT,ISQUIOS,HORSE STANCE W ,HORSE STANCE W,,,sigma,3,1,NC,
LOWER,HIP DOMINANT,ISQUIOS,HORSE STANCE GM W ,HORSE STANCE GM W,,,sigma,3,2,NC,
LOWER,HIP DOMINANT,ISQUIOS,HORSE STANCE PULSE ,HORSE STANCE PULSE,,,delta,2,1,NC,
LOWER,HIP DOMINANT,ISQUIOS,GM W ,GM W,,,delta,2,3,NC,
LOWER,HIP DOMINANT,ISQUIOS,JEFFERSON TO DEEP SQ ,JEFFERSON TO DEEP SQ,,,delta,2,2,NC,
LOWER,HIP DOMINANT,ISQUIOS,DEEP SQ TO JEFFERSON ,DEEP SQ TO JEFFERSON,,,delta,2,3,NC,
LOWER,HIP DOMINANT,ISQUIOS,JEFFERSON OL ,JEFFERSON OL,,,sigma,3,1,NC,
LOWER,HIP DOMINANT,ISQUIOS,SLANTBOARD JEFFERSON ,SLANTBOARD JEFFERSON,,,sigma,3,2,NC,
LOWER,HIP DOMINANT,ISQUIOS,HT SIDE ,HT SIDE,,,delta,2,1,HT,
LOWER,HIP DOMINANT,ISQUIOS,HT SIDE W ,HT SIDE W,,,delta,2,2,HT,
LOWER,HIP DOMINANT,QUADS,SUMO SQ ,SUMO SQ,,,alfa,1,2,PS,
LOWER,HIP DOMINANT,QUADS,SUMO SQ W ,SUMO SQ W,,,alfa,1,3,PS,
LOWER,HIP DOMINANT,QUADS,SUMO SQ JUMP ,SUMO SQ JUMP,,,delta,2,1,PS,
LOWER,HIP DOMINANT,QUADS,SUMO SQ PULSE ,SUMO SQ PULSE,,,delta,2,2,PS,
LOWER,HIP DOMINANT,QUADS,SUMO SQ KNEE UP ,SUMO SQ KNEE UP,,,delta,2,1,PS,
LOWER,HIP DOMINANT,QUADS,QUAD ON BOX ,QUAD ON BOX,,,delta,2,2,QC,
LOWER,HIP DOMINANT,QUADS,QUAD ON BOX OL ,QUAD ON BOX OL,,,delta,2,3,QC,
LOWER,HIP DOMINANT,GLUTES,SEIZA UP AND DOWN W ,SEIZA UP AND DOWN W,,,delta,2,2,QC,
LOWER,HIP DOMINANT,GLUTES,SEIZA UP AND DOWN OL ,SEIZA UP AND DOWN OL,,,delta,2,3,QC,
